,count,acc_created,categorie
14223,0,2016-06-01,0
14224,0,2016-06-01,0
14225,0,2016-06-01,0
14226,6,2016-06-01,more
14227,2,2016-06-01,2
14228,1,2016-06-01,1
14229,0,2016-06-01,0
14230,2,2016-06-01,2
14231,0,2016-06-01,0
14232,7,2016-06-01,more
14233,5,2016-06-01,more
14234,0,2016-06-01,0
14235,0,2016-06-01,0
14236,0,2016-06-01,0
14237,0,2016-06-01,0
14238,6,2016-06-01,more
14239,0,2016-06-01,0
14240,3,2016-06-01,more
14241,8,2016-06-01,more
14242,3,2016-06-01,more
14243,0,2016-06-01,0
14244,0,2016-06-01,0
14245,0,2016-06-01,0
14246,10,2016-06-01,more
14247,0,2016-06-01,0
14248,10,2016-06-01,more
14249,6,2016-06-01,more
14250,0,2016-06-01,0
14251,18,2016-06-01,more
14252,9,2016-06-01,more
14253,0,2016-06-01,0
14254,0,2016-06-01,0
14255,0,2016-06-01,0
14256,0,2016-06-01,0
14257,0,2016-06-01,0
14258,0,2016-06-01,0
14259,1,2016-06-01,1
14260,0,2016-06-01,0
14261,6,2016-06-01,more
14262,0,2016-06-01,0
14263,5,2016-06-01,more
14264,0,2016-06-01,0
14265,23,2016-06-01,more
14266,10,2016-06-01,more
14267,6,2016-06-01,more
14268,0,2016-06-01,0
14269,0,2016-06-01,0
14270,0,2016-06-01,0
14271,0,2016-06-01,0
14272,2,2016-06-01,2
14273,7,2016-06-01,more
14274,26,2016-06-01,more
14275,0,2016-06-01,0
14276,0,2016-06-01,0
14277,0,2016-06-01,0
14278,5,2016-06-01,more
14279,0,2016-06-01,0
14280,0,2016-06-01,0
14281,8,2016-06-01,more
14282,2,2016-06-01,2
14283,3,2016-06-01,more
14284,3,2016-06-01,more
14285,0,2016-06-01,0
14286,4,2016-06-01,more
14287,0,2016-06-01,0
14288,0,2016-06-01,0
14289,0,2016-06-01,0
14290,0,2016-06-01,0
14291,0,2016-06-01,0
14292,0,2016-06-01,0
14293,16,2016-06-01,more
14294,3,2016-06-01,more
14295,0,2016-06-01,0
14296,2,2016-06-01,2
14297,0,2016-06-01,0
14298,0,2016-06-01,0
14299,10,2016-06-01,more
14300,0,2016-06-01,0
14301,0,2016-06-01,0
14302,12,2016-06-01,more
14303,0,2016-06-01,0
14304,0,2016-06-01,0
14305,0,2016-06-01,0
14306,0,2016-06-01,0
14307,18,2016-06-01,more
14308,0,2016-06-01,0
14309,23,2016-06-01,more
14310,0,2016-06-01,0
14311,0,2016-06-01,0
14312,0,2016-06-01,0
14313,0,2016-06-01,0
14314,0,2016-06-01,0
14315,1,2016-06-01,1
14316,0,2016-06-01,0
14317,0,2016-06-01,0
14318,3,2016-06-01,more
14319,0,2016-06-01,0
14320,0,2016-06-01,0
14321,0,2016-06-01,0
14322,0,2016-06-01,0
14323,17,2016-06-01,more
14324,1,2016-06-01,1
14325,17,2016-06-01,more
14326,0,2016-06-01,0
14327,0,2016-06-01,0
14328,0,2016-06-01,0
14329,0,2016-06-01,0
14330,0,2016-06-01,0
14331,0,2016-06-01,0
14332,4,2016-06-01,more
14333,0,2016-06-01,0
14334,3,2016-06-01,more
14335,0,2016-06-01,0
14336,0,2016-06-01,0
14337,5,2016-06-01,more
14338,3,2016-06-01,more
14339,0,2016-06-01,0
14340,0,2016-06-01,0
14341,0,2016-06-01,0
14342,4,2016-06-01,more
14343,5,2016-06-01,more
14344,3,2016-06-01,more
14345,0,2016-06-01,0
14346,0,2016-06-01,0
14347,0,2016-06-01,0
14348,17,2016-06-01,more
14349,0,2016-06-01,0
14350,0,2016-06-01,0
14351,0,2016-06-01,0
14352,1,2016-06-01,1
14353,2,2016-06-01,2
14354,9,2016-06-01,more
14355,0,2016-06-01,0
14356,10,2016-06-01,more
14357,0,2016-06-01,0
14358,0,2016-06-01,0
14359,0,2016-06-01,0
14360,0,2016-06-01,0
14361,0,2016-06-01,0
14362,0,2016-06-01,0
14363,4,2016-06-01,more
14364,21,2016-06-01,more
14365,11,2016-06-01,more
14366,2,2016-06-01,2
14367,0,2016-06-01,0
14368,5,2016-06-01,more
14369,0,2016-06-01,0
14370,7,2016-06-01,more
14371,0,2016-06-01,0
14372,3,2016-06-01,more
14373,8,2016-06-01,more
14374,0,2016-06-01,0
14375,0,2016-06-01,0
14376,0,2016-06-01,0
14377,0,2016-06-01,0
14378,1,2016-06-01,1
14379,0,2016-06-01,0
14380,0,2016-06-01,0
14381,0,2016-06-01,0
14382,9,2016-06-01,more
14383,0,2016-06-01,0
14384,0,2016-06-01,0
14385,0,2016-06-01,0
14386,1,2016-06-01,1
14387,0,2016-06-01,0
14388,0,2016-06-01,0
14389,0,2016-06-01,0
14390,0,2016-06-01,0
14391,16,2016-06-01,more
14392,0,2016-06-01,0
14393,0,2016-06-01,0
14394,0,2016-06-01,0
14395,0,2016-06-01,0
14396,16,2016-06-01,more
14397,0,2016-06-01,0
14398,1,2016-06-01,1
14399,13,2016-06-01,more
14400,0,2016-06-01,0
14401,0,2016-06-01,0
14402,0,2016-06-01,0
14403,0,2016-06-01,0
14404,0,2016-06-01,0
14405,10,2016-06-01,more
14406,0,2016-06-01,0
14407,0,2016-06-01,0
14408,6,2016-06-01,more
14409,0,2016-06-01,0
14410,0,2016-06-01,0
14411,0,2016-06-01,0
14412,0,2016-06-01,0
14413,0,2016-06-01,0
14414,0,2016-06-01,0
14415,7,2016-06-01,more
14416,0,2016-06-01,0
14417,0,2016-06-01,0
14418,10,2016-06-01,more
14419,0,2016-06-01,0
14420,0,2016-06-01,0
14421,0,2016-06-01,0
14422,0,2016-06-01,0
14423,0,2016-06-01,0
14424,2,2016-06-01,2
14425,0,2016-06-01,0
14426,8,2016-06-01,more
14427,0,2016-06-01,0
14428,0,2016-06-01,0
14429,0,2016-06-01,0
14430,14,2016-06-01,more
14431,0,2016-06-01,0
14432,0,2016-06-01,0
14433,0,2016-06-01,0
14434,14,2016-06-01,more
14435,0,2016-06-01,0
14436,0,2016-06-01,0
14437,0,2016-06-01,0
14438,0,2016-06-01,0
14439,0,2016-06-01,0
14440,2,2016-06-01,2
14441,3,2016-06-01,more
14442,0,2016-06-01,0
14443,0,2016-06-01,0
14444,0,2016-06-01,0
14445,1,2016-06-01,1
14446,4,2016-06-01,more
14447,0,2016-06-01,0
14448,0,2016-06-01,0
14449,16,2016-06-01,more
14450,0,2016-06-01,0
14451,0,2016-06-01,0
14452,9,2016-06-01,more
14453,32,2016-06-01,more
14454,2,2016-06-01,2
14455,0,2016-06-01,0
14456,0,2016-06-01,0
14457,0,2016-06-01,0
14458,3,2016-06-01,more
14459,17,2016-06-01,more
14460,0,2016-06-01,0
14461,0,2016-06-01,0
14462,24,2016-06-01,more
14463,0,2016-06-01,0
14464,0,2016-06-01,0
14465,8,2016-06-01,more
14466,0,2016-06-01,0
14467,0,2016-06-01,0
14468,0,2016-06-01,0
14469,0,2016-06-01,0
14470,21,2016-06-01,more
14471,0,2016-06-01,0
14472,0,2016-06-01,0
14473,2,2016-06-01,2
14474,0,2016-06-01,0
14475,0,2016-06-01,0
14476,0,2016-06-01,0
14477,0,2016-06-01,0
14478,0,2016-06-01,0
14479,1,2016-06-01,1
14480,0,2016-06-01,0
14481,22,2016-06-01,more
14482,0,2016-06-01,0
14483,9,2016-06-01,more
14484,9,2016-06-01,more
14485,0,2016-06-01,0
14486,3,2016-06-01,more
14487,15,2016-06-01,more
14488,0,2016-06-01,0
14489,0,2016-06-01,0
14490,0,2016-06-01,0
14491,0,2016-06-01,0
14492,0,2016-06-01,0
14493,0,2016-06-01,0
14494,0,2016-06-01,0
14495,16,2016-06-01,more
14496,2,2016-06-01,2
14497,0,2016-06-01,0
14498,0,2016-06-01,0
14499,0,2016-06-01,0
14500,0,2016-06-01,0
14501,7,2016-06-01,more
14502,8,2016-06-01,more
14503,0,2016-06-01,0
14504,4,2016-06-01,more
14505,0,2016-06-01,0
14506,0,2016-06-01,0
14507,0,2016-06-01,0
14508,0,2016-06-01,0
14509,4,2016-06-01,more
14510,0,2016-06-01,0
14511,0,2016-06-01,0
14512,26,2016-06-01,more
14513,0,2016-06-01,0
14514,0,2016-06-01,0
14515,0,2016-06-01,0
14516,0,2016-06-01,0
14517,0,2016-06-01,0
14518,11,2016-06-01,more
14519,15,2016-06-01,more
14520,0,2016-06-01,0
14521,0,2016-06-01,0
14522,0,2016-06-01,0
14523,0,2016-06-01,0
14524,0,2016-06-01,0
14525,0,2016-06-01,0
14526,0,2016-06-01,0
14527,0,2016-06-01,0
14528,0,2016-06-01,0
14529,0,2016-06-01,0
14530,0,2016-06-01,0
14531,7,2016-06-01,more
14532,0,2016-06-01,0
14533,1,2016-06-01,1
14534,0,2016-06-01,0
14535,0,2016-06-01,0
14536,0,2016-06-01,0
14537,0,2016-06-01,0
14538,0,2016-06-01,0
14539,0,2016-06-01,0
14540,7,2016-06-01,more
14541,0,2016-06-01,0
14542,28,2016-06-01,more
14543,0,2016-06-01,0
14544,0,2016-06-01,0
14545,26,2016-06-01,more
14546,7,2016-06-01,more
14547,0,2016-06-01,0
14548,0,2016-06-01,0
14549,11,2016-06-01,more
14550,0,2016-06-01,0
14551,9,2016-06-01,more
14552,0,2016-06-01,0
14553,0,2016-06-01,0
14554,0,2016-06-01,0
14555,0,2016-06-01,0
14556,0,2016-06-01,0
14557,0,2016-06-01,0
14558,0,2016-06-01,0
14559,0,2016-06-01,0
14560,2,2016-06-01,2
14561,0,2016-06-01,0
14562,0,2016-06-01,0
14563,10,2016-06-01,more
14564,22,2016-06-01,more
14565,0,2016-06-01,0
14566,0,2016-06-01,0
14567,0,2016-06-01,0
14568,3,2016-06-01,more
14569,0,2016-06-01,0
14570,0,2016-06-01,0
14571,13,2016-06-01,more
14572,0,2016-06-01,0
14573,0,2016-06-01,0
14574,0,2016-06-01,0
14575,0,2016-06-01,0
14576,0,2016-06-01,0
14577,0,2016-06-01,0
14578,2,2016-06-01,2
14579,0,2016-06-01,0
14580,0,2016-06-01,0
14581,0,2016-06-01,0
14582,3,2016-06-01,more
14583,0,2016-06-01,0
14584,0,2016-06-01,0
14585,2,2016-06-01,2
14586,0,2016-06-01,0
14587,0,2016-06-01,0
14588,29,2016-06-01,more
14589,0,2016-06-01,0
14590,0,2016-06-01,0
14591,20,2016-06-01,more
14592,0,2016-06-01,0
14593,0,2016-06-01,0
14594,24,2016-06-01,more
14595,0,2016-06-01,0
14596,12,2016-06-01,more
14597,3,2016-06-01,more
14598,9,2016-06-01,more
14599,0,2016-06-01,0
14600,0,2016-06-01,0
14601,4,2016-06-01,more
14602,14,2016-06-01,more
14603,0,2016-06-01,0
14604,0,2016-06-01,0
14605,14,2016-06-01,more
14606,0,2016-06-01,0
14607,0,2016-06-01,0
14608,0,2016-06-01,0
14609,0,2016-06-01,0
14610,0,2016-06-01,0
14611,0,2016-06-01,0
14612,0,2016-06-01,0
14613,13,2016-06-01,more
14614,18,2016-06-01,more
14615,0,2016-06-01,0
14616,4,2016-06-01,more
14617,0,2016-06-01,0
14618,0,2016-06-01,0
14619,0,2016-06-01,0
14620,16,2016-06-01,more
14621,0,2016-06-01,0
14622,3,2016-06-01,more
14623,0,2016-06-01,0
14624,0,2016-06-01,0
14625,1,2016-06-01,1
14626,0,2016-06-01,0
14627,8,2016-06-01,more
14628,4,2016-06-01,more
14629,1,2016-06-01,1
14630,0,2016-06-01,0
14631,0,2016-06-01,0
14632,0,2016-06-01,0
14633,0,2016-06-01,0
14634,13,2016-06-01,more
14635,0,2016-06-01,0
14636,0,2016-06-01,0
14637,0,2016-06-01,0
14638,11,2016-06-01,more
14639,0,2016-06-01,0
14640,0,2016-06-01,0
14641,3,2016-06-01,more
14642,3,2016-06-01,more
14643,0,2016-06-01,0
14644,2,2016-06-01,2
14645,4,2016-06-01,more
14646,0,2016-06-01,0
14647,1,2016-06-01,1
14648,3,2016-06-01,more
14649,0,2016-06-01,0
14650,0,2016-06-01,0
14651,0,2016-06-01,0
14652,0,2016-06-01,0
14653,0,2016-06-01,0
14654,0,2016-06-01,0
14655,0,2016-06-01,0
14656,0,2016-06-01,0
14657,0,2016-06-01,0
14658,0,2016-06-01,0
14659,0,2016-06-01,0
14660,10,2016-06-01,more
14661,0,2016-06-01,0
14662,0,2016-06-01,0
14663,0,2016-06-01,0
14664,0,2016-06-01,0
14665,0,2016-06-01,0
14666,0,2016-06-01,0
14667,0,2016-06-01,0
14668,0,2016-06-01,0
14669,0,2016-06-01,0
14670,26,2016-06-01,more
14671,11,2016-06-01,more
14672,1,2016-06-01,1
14673,0,2016-06-01,0
14674,0,2016-06-01,0
14675,0,2016-06-01,0
14676,0,2016-06-01,0
14677,0,2016-06-01,0
14678,0,2016-06-01,0
14679,11,2016-06-01,more
14680,17,2016-06-01,more
14681,1,2016-06-01,1
14682,4,2016-06-01,more
14683,0,2016-06-01,0
14684,0,2016-06-01,0
14685,0,2016-06-01,0
14686,1,2016-06-01,1
14687,0,2016-06-01,0
14688,5,2016-06-01,more
14689,2,2016-06-01,2
14690,0,2016-06-01,0
14691,7,2016-06-01,more
14692,0,2016-06-01,0
14693,0,2016-06-01,0
14694,0,2016-06-01,0
14695,0,2016-06-01,0
14696,0,2016-06-01,0
14697,0,2016-06-01,0
14698,9,2016-06-01,more
14699,1,2016-06-01,1
14700,0,2016-06-01,0
14701,25,2016-06-01,more
14702,0,2016-06-01,0
14703,15,2016-06-01,more
14704,0,2016-06-01,0
14705,0,2016-06-01,0
14706,0,2016-06-01,0
14707,0,2016-06-01,0
14708,0,2016-06-01,0
14709,16,2016-06-01,more
14710,14,2016-06-01,more
14711,6,2016-06-01,more
14712,3,2016-06-01,more
14713,0,2016-06-01,0
14714,7,2016-06-01,more
14715,4,2016-06-01,more
14716,16,2016-06-01,more
14717,17,2016-06-01,more
14718,7,2016-06-01,more
14719,0,2016-06-01,0
14720,3,2016-06-01,more
14721,0,2016-06-01,0
14722,0,2016-06-01,0
14723,16,2016-06-01,more
14724,7,2016-06-01,more
14725,0,2016-06-01,0
14726,0,2016-06-01,0
14727,7,2016-06-01,more
14728,0,2016-06-01,0
14729,0,2016-06-01,0
14730,0,2016-06-01,0
14731,18,2016-06-01,more
14732,3,2016-06-01,more
14733,9,2016-06-01,more
14734,0,2016-06-01,0
14735,0,2016-06-01,0
14736,0,2016-06-01,0
14737,0,2016-06-01,0
14738,10,2016-06-01,more
14739,15,2016-06-01,more
14740,16,2016-06-01,more
14741,0,2016-06-01,0
14742,23,2016-06-01,more
14743,1,2016-06-01,1
14744,0,2016-06-01,0
14745,0,2016-06-01,0
14746,0,2016-06-01,0
14747,0,2016-06-01,0
14748,4,2016-06-01,more
14749,0,2016-06-01,0
14750,0,2016-06-01,0
14751,0,2016-06-01,0
14752,9,2016-06-01,more
14753,11,2016-06-01,more
14754,0,2016-06-01,0
14755,10,2016-06-01,more
14756,0,2016-06-01,0
14757,2,2016-06-01,2
14758,0,2016-06-01,0
14759,0,2016-06-01,0
14760,0,2016-06-01,0
14761,17,2016-06-01,more
14762,0,2016-06-01,0
14763,14,2016-06-01,more
14764,4,2016-06-01,more
14765,0,2016-06-01,0
14766,0,2016-06-01,0
14767,0,2016-06-01,0
14768,0,2016-06-01,0
14769,13,2016-06-01,more
14770,0,2016-06-01,0
14771,0,2016-06-01,0
14772,0,2016-06-01,0
14773,0,2016-06-01,0
14774,5,2016-06-01,more
14775,5,2016-06-01,more
14776,0,2016-06-01,0
14777,27,2016-06-01,more
14778,0,2016-06-01,0
14779,0,2016-06-01,0
14780,0,2016-06-01,0
14781,9,2016-06-01,more
14782,0,2016-06-01,0
14783,0,2016-06-01,0
14784,0,2016-06-01,0
14785,0,2016-06-01,0
14786,0,2016-06-01,0
14787,0,2016-06-01,0
14788,0,2016-06-01,0
14789,0,2016-06-01,0
14790,0,2016-06-01,0
14791,9,2016-06-01,more
14792,6,2016-06-01,more
14793,0,2016-06-01,0
14794,0,2016-06-01,0
14795,2,2016-06-01,2
14796,0,2016-06-01,0
14797,28,2016-06-01,more
14798,0,2016-06-01,0
14799,2,2016-06-01,2
14800,11,2016-06-01,more
14801,0,2016-06-01,0
14802,0,2016-06-01,0
14803,0,2016-06-01,0
14804,0,2016-06-01,0
14805,0,2016-06-01,0
14806,0,2016-06-01,0
14807,13,2016-06-01,more
14808,3,2016-06-01,more
14809,3,2016-06-01,more
14810,0,2016-06-01,0
14811,16,2016-06-01,more
14812,0,2016-06-01,0
14813,0,2016-06-01,0
14814,0,2016-06-01,0
14815,0,2016-06-01,0
14816,0,2016-06-01,0
14817,18,2016-06-01,more
14818,0,2016-06-01,0
14819,0,2016-06-01,0
14820,0,2016-06-01,0
14821,12,2016-06-01,more
14822,2,2016-06-01,2
14823,7,2016-06-01,more
14824,2,2016-06-01,2
14825,0,2016-06-01,0
14826,0,2016-06-01,0
14827,0,2016-06-01,0
14828,0,2016-06-01,0
14829,1,2016-06-01,1
14830,0,2016-06-01,0
14831,0,2016-06-01,0
14832,23,2016-06-01,more
14833,0,2016-06-01,0
14834,0,2016-06-01,0
14835,0,2016-06-01,0
14836,0,2016-06-01,0
14837,0,2016-06-01,0
14838,1,2016-06-01,1
14839,21,2016-06-01,more
14840,0,2016-06-01,0
14841,7,2016-06-01,more
14842,26,2016-06-01,more
14843,14,2016-06-01,more
14844,17,2016-06-01,more
14845,2,2016-06-01,2
14846,0,2016-06-01,0
14847,6,2016-06-01,more
14848,0,2016-06-01,0
14849,0,2016-06-01,0
14850,0,2016-06-01,0
14851,0,2016-06-01,0
14852,10,2016-06-01,more
14853,14,2016-06-01,more
14854,0,2016-06-01,0
14855,7,2016-06-01,more
14856,0,2016-06-01,0
14857,3,2016-06-01,more
14858,0,2016-06-01,0
14859,0,2016-06-01,0
14860,0,2016-06-01,0
14861,0,2016-06-01,0
14862,0,2016-06-01,0
14863,0,2016-06-01,0
14864,0,2016-06-01,0
14865,0,2016-06-01,0
14866,0,2016-06-01,0
14867,7,2016-06-01,more
14868,21,2016-06-01,more
14869,0,2016-06-01,0
14870,0,2016-06-01,0
14871,0,2016-06-01,0
14872,6,2016-06-01,more
14873,0,2016-06-01,0
14874,4,2016-06-01,more
14875,17,2016-06-01,more
14876,0,2016-06-01,0
14877,20,2016-06-01,more
14878,18,2016-06-01,more
14879,15,2016-06-01,more
14880,0,2016-06-01,0
14881,7,2016-06-01,more
14882,0,2016-06-01,0
14883,16,2016-06-01,more
14884,0,2016-06-01,0
14885,7,2016-06-01,more
14886,0,2016-06-01,0
14887,0,2016-06-01,0
14888,11,2016-06-01,more
14889,0,2016-06-01,0
14890,10,2016-06-01,more
14891,0,2016-06-01,0
14892,5,2016-06-01,more
14893,0,2016-06-01,0
14894,0,2016-06-01,0
14895,0,2016-06-01,0
14896,0,2016-06-01,0
14897,3,2016-06-01,more
14898,0,2016-06-01,0
14899,0,2016-06-01,0
14900,11,2016-06-01,more
14901,0,2016-06-01,0
14902,11,2016-06-01,more
14903,0,2016-06-01,0
14904,0,2016-06-01,0
14905,0,2016-06-01,0
14906,0,2016-06-01,0
14907,1,2016-06-01,1
14908,0,2016-06-01,0
14909,0,2016-06-01,0
14910,0,2016-06-01,0
14911,0,2016-06-01,0
14912,2,2016-06-01,2
14913,0,2016-06-01,0
14914,3,2016-06-01,more
14915,0,2016-06-01,0
14916,0,2016-06-01,0
14917,0,2016-06-01,0
14918,20,2016-06-01,more
14919,0,2016-06-01,0
14920,13,2016-06-01,more
14921,2,2016-06-01,2
14922,0,2016-06-01,0
14923,1,2016-06-01,1
14924,0,2016-06-01,0
14925,5,2016-06-01,more
14926,13,2016-06-01,more
14927,0,2016-06-01,0
14928,0,2016-06-01,0
14929,0,2016-06-01,0
14930,0,2016-06-01,0
14931,12,2016-06-01,more
14932,0,2016-06-01,0
14933,0,2016-06-01,0
14934,12,2016-06-01,more
14935,0,2016-06-01,0
14936,3,2016-06-01,more
14937,0,2016-06-01,0
14938,0,2016-06-01,0
14939,1,2016-06-01,1
14940,0,2016-06-01,0
14941,0,2016-06-01,0
14942,0,2016-06-01,0
14943,0,2016-06-01,0
14944,0,2016-06-01,0
14945,13,2016-06-01,more
14946,28,2016-06-01,more
14947,0,2016-06-01,0
14948,0,2016-06-01,0
14949,4,2016-06-01,more
14950,9,2016-06-01,more
14951,16,2016-06-01,more
14952,1,2016-06-01,1
14953,0,2016-06-01,0
14954,10,2016-06-01,more
14955,0,2016-06-01,0
14956,5,2016-06-01,more
14957,0,2016-06-01,0
14958,4,2016-06-01,more
14959,13,2016-06-01,more
14960,11,2016-06-01,more
14961,0,2016-06-01,0
14962,3,2016-06-01,more
14963,4,2016-06-01,more
14964,0,2016-06-01,0
14965,0,2016-06-01,0
14966,0,2016-06-01,0
14967,30,2016-06-01,more
14968,0,2016-06-01,0
14969,0,2016-06-01,0
14970,0,2016-06-01,0
14971,9,2016-06-01,more
14972,0,2016-06-01,0
14973,0,2016-06-01,0
14974,0,2016-06-01,0
14975,0,2016-06-01,0
14976,5,2016-06-01,more
14977,20,2016-06-01,more
14978,0,2016-06-01,0
14979,0,2016-06-01,0
14980,0,2016-06-01,0
14981,7,2016-06-01,more
14982,0,2016-06-01,0
14983,0,2016-06-01,0
14984,0,2016-06-01,0
14985,0,2016-06-01,0
14986,2,2016-06-01,2
14987,0,2016-06-01,0
14988,0,2016-06-01,0
14989,0,2016-06-01,0
14990,0,2016-06-01,0
14991,0,2016-06-01,0
14992,0,2016-06-01,0
14993,5,2016-06-01,more
14994,17,2016-06-01,more
14995,0,2016-06-01,0
14996,4,2016-06-01,more
14997,0,2016-06-01,0
14998,0,2016-06-01,0
14999,0,2016-06-01,0
15000,2,2016-06-01,2
15001,0,2016-06-01,0
15002,13,2016-06-01,more
15003,0,2016-06-01,0
15004,0,2016-06-01,0
15005,0,2016-06-01,0
15006,0,2016-06-01,0
15007,0,2016-06-01,0
15008,2,2016-06-01,2
15009,0,2016-06-01,0
15010,0,2016-06-01,0
15011,0,2016-06-01,0
15012,1,2016-06-01,1
15013,3,2016-06-01,more
15014,0,2016-06-01,0
15015,0,2016-06-01,0
15016,8,2016-06-01,more
15017,32,2016-06-01,more
15018,0,2016-06-01,0
15019,0,2016-06-01,0
15020,0,2016-06-01,0
15021,0,2016-06-01,0
15022,0,2016-06-01,0
15023,1,2016-06-01,1
15024,1,2016-06-01,1
15025,0,2016-06-01,0
15026,10,2016-06-01,more
15027,0,2016-06-01,0
15028,7,2016-06-01,more
15029,0,2016-06-01,0
15030,0,2016-06-01,0
15031,11,2016-06-01,more
15032,1,2016-06-01,1
15033,0,2016-06-01,0
15034,0,2016-06-01,0
15035,0,2016-06-01,0
15036,0,2016-06-01,0
15037,0,2016-06-01,0
15038,0,2016-06-01,0
15039,0,2016-06-01,0
15040,0,2016-06-01,0
15041,5,2016-06-01,more
15042,0,2016-06-01,0
15043,3,2016-06-01,more
15044,0,2016-06-01,0
15045,0,2016-06-01,0
15046,0,2016-06-01,0
15047,0,2016-06-01,0
15048,1,2016-06-01,1
15049,0,2016-06-01,0
15050,1,2016-06-01,1
15051,0,2016-06-01,0
15052,0,2016-06-01,0
15053,0,2016-06-01,0
15054,13,2016-06-01,more
15055,0,2016-06-01,0
15056,1,2016-06-01,1
15057,7,2016-06-01,more
15058,0,2016-06-01,0
15059,0,2016-06-01,0
15060,6,2016-06-01,more
15061,0,2016-06-01,0
15062,11,2016-06-01,more
15063,0,2016-06-01,0
15064,0,2016-06-01,0
15065,17,2016-06-01,more
15066,0,2016-06-01,0
15067,0,2016-06-01,0
15068,0,2016-06-01,0
15069,0,2016-06-01,0
15070,0,2016-06-01,0
15071,17,2016-06-01,more
15072,14,2016-06-01,more
15073,2,2016-06-01,2
15074,0,2016-06-01,0
15075,0,2016-06-01,0
15076,0,2016-06-01,0
15077,5,2016-06-01,more
15078,16,2016-06-01,more
15079,17,2016-06-01,more
15080,0,2016-06-01,0
15081,0,2016-06-01,0
15082,0,2016-06-01,0
15083,2,2016-06-01,2
15084,0,2016-06-01,0
15085,0,2016-06-01,0
15086,0,2016-06-01,0
15087,2,2016-06-01,2
15088,0,2016-06-01,0
15089,1,2016-06-01,1
15090,0,2016-06-01,0
15091,0,2016-06-01,0
15092,18,2016-06-01,more
15093,0,2016-06-01,0
15094,0,2016-06-01,0
15095,0,2016-06-01,0
15096,4,2016-06-01,more
15097,0,2016-06-01,0
15098,0,2016-06-01,0
15099,0,2016-06-01,0
15100,0,2016-06-01,0
15101,0,2016-06-01,0
15102,0,2016-06-01,0
15103,17,2016-06-01,more
15104,13,2016-06-01,more
15105,0,2016-06-01,0
15106,0,2016-06-01,0
15107,0,2016-06-01,0
15108,0,2016-06-01,0
15109,0,2016-06-01,0
15110,0,2016-06-01,0
15111,2,2016-06-01,2
15112,0,2016-06-01,0
15113,6,2016-06-01,more
15114,0,2016-06-01,0
15115,0,2016-06-01,0
15116,0,2016-06-01,0
15117,0,2016-06-01,0
15118,0,2016-06-01,0
15119,0,2016-06-01,0
15120,5,2016-06-01,more
15121,0,2016-06-01,0
15122,9,2016-06-01,more
15123,5,2016-06-01,more
15124,19,2016-06-01,more
15125,0,2016-06-01,0
15126,22,2016-06-01,more
15127,0,2016-06-01,0
15128,0,2016-06-01,0
15129,0,2016-06-01,0
15130,0,2016-06-01,0
15131,0,2016-06-01,0
15132,0,2016-06-01,0
15133,8,2016-06-01,more
15134,12,2016-06-01,more
15135,0,2016-06-01,0
15136,0,2016-06-01,0
15137,0,2016-06-01,0
15138,10,2016-06-01,more
15139,0,2016-06-01,0
15140,2,2016-06-01,2
15141,3,2016-06-01,more
15142,10,2016-06-01,more
15143,3,2016-06-01,more
15144,0,2016-06-01,0
15145,7,2016-06-01,more
15146,1,2016-06-01,1
15147,10,2016-06-01,more
15148,0,2016-06-01,0
15149,0,2016-06-01,0
15150,0,2016-06-01,0
15151,0,2016-06-01,0
15152,0,2016-06-01,0
15153,0,2016-06-01,0
15154,0,2016-06-01,0
15155,0,2016-06-01,0
15156,0,2016-06-01,0
15157,0,2016-06-01,0
15158,11,2016-06-01,more
15159,3,2016-06-01,more
15160,16,2016-06-01,more
15161,10,2016-06-01,more
15162,5,2016-06-01,more
15163,0,2016-06-01,0
15164,0,2016-06-01,0
15165,0,2016-06-01,0
15166,0,2016-06-01,0
15167,0,2016-06-01,0
15168,0,2016-06-01,0
15169,8,2016-06-01,more
15170,0,2016-06-01,0
15171,0,2016-06-01,0
15172,0,2016-06-01,0
15173,0,2016-06-01,0
15174,0,2016-06-01,0
15175,0,2016-06-01,0
15176,16,2016-06-01,more
15177,0,2016-06-01,0
15178,10,2016-06-01,more
15179,0,2016-06-01,0
15180,1,2016-06-01,1
15181,0,2016-06-01,0
15182,0,2016-06-01,0
15183,6,2016-06-01,more
15184,7,2016-06-01,more
15185,0,2016-06-01,0
15186,6,2016-06-01,more
15187,0,2016-06-01,0
15188,23,2016-06-01,more
15189,0,2016-06-01,0
15190,0,2016-06-01,0
15191,0,2016-06-01,0
15192,14,2016-06-01,more
15193,0,2016-06-01,0
15194,0,2016-06-01,0
15195,13,2016-06-01,more
15196,0,2016-06-01,0
15197,0,2016-06-01,0
15198,0,2016-06-01,0
15199,0,2016-06-01,0
15200,2,2016-06-01,2
15201,19,2016-06-01,more
15202,8,2016-06-01,more
15203,28,2016-06-01,more
15204,29,2016-06-01,more
15205,0,2016-06-01,0
15206,17,2016-06-01,more
15207,0,2016-06-01,0
15208,0,2016-06-01,0
15209,0,2016-06-01,0
15210,13,2016-06-01,more
15211,0,2016-06-01,0
15212,0,2016-06-01,0
15213,2,2016-06-01,2
15214,6,2016-06-01,more
15215,0,2016-06-01,0
15216,23,2016-06-01,more
15217,0,2016-06-01,0
15218,16,2016-06-01,more
15219,3,2016-06-01,more
15220,3,2016-06-01,more
15221,10,2016-06-01,more
